T
271773542
271859792
271911458
273082917
273502083
273732292
274865000
275615208
275945208
275968333
276056875
278117917
278892917
279394792
280685417
281332500
285364792
286500625
286577292
288488125
289402500
290686667
292033125
292264583
293419375
295396875
298461042
299829375
300639375
300720833
301047083
301581042
302097708
302236250
302759583
304031875
305106667
305356667
305555208
306312083
306453750
308572500
308683750
310279583
311291458
312430833
313189792
313361250
315489792
317223958
318015417
318280625
318941667
319662292
321081458
321547917
321841667
322338542
322533125
322738958
323279375
323580833
324179167
324987708
325349792
325589583
326342708
326424375
328767500
331127917
332636875
334246250
336418750
336744167
336918750
337869792
337990417
339822292
339938958
341183750
342310000
343634792
343989792
344412292
344505833
344963125
349447083
349748125
349993750
350425000
350644583
351248125
351870208
353776250
355367500
355742708
356169167
357118750
357206250
357277292
357515208
357634583
358465208
359070417
359099375
359961042
362366458
364690417
364916250
367303542
367645000
368372292
368863333
369402500
369580625
371032500
371314792
371682500
372676458
374092708
374704583
376122083
378196458
378278958
378398958
378742917
384796667
385108958
385540208
387785833
388890417
389191250
389690417
391194375
391309792
392614167
393008542
394926250
395911458
396894167
397382083
397413125
397945833
398651042
399966875
400216875
400855208
400913958
401470000
401711667
402454167
402657083
402846250
402899375
404502708
404766667
405275625
405353958
405615625
406398333
406879583
409926458
410053333
411792917
412220417
412281667
412306667
412576667
414234792
414833542
415494167
415572917
416367083
418454583
419800208
419862917
421571458
421603750
422156458
422430000
422446875
424087292
424903750
425108542
425233750
425385625
425473958
425906667
426052708
426287500
427304167
428300208
428549167
428757708
430715625
433564167
434547500
434853333
436014167
436354167
438347917
438955625
439729375
440328333
440460625
440559583
441690833
443565208
444119583
445608333
445915208
446639792
447276667
448702292
449354375
450072917
452907500
453255417
455627500
458256667
458483542
459009167
459133333
459240625
459542083
460273750
462112292
462500208
462614792
462825417
463258750
467516042
467780000
468127083
468922500
469056042
469166875
469330625
470701042
471115417
471256042
471390833
472948333
474351875
474495625
475061250
476501458
477614583
478087083
478742083
479668125
480395208
480767292
481421875
481723542
482210000
482257083
482983125
483078750
483191875
484405625
484458750
485055417
485139167
485429583
485577083
485838750
486657083
486696458
486870417
486935833
487125417
488765208
488946042
489767917
490449583
490494792
490938542
491871458
492016667
492797708
493266458
493716250
493905208
497016667
497046042
497325000
498250833
498431875
501101458
501823958
502430625
504988333
505436458
505637708
506597708
506866250
506943333
507940417
508426667
509611458
509888958
511480833
511669583
513679583
515461458
518187292
518865417
519655417
520355833
521472917
526105000
526167292
527792083
527811458
531675625
532006667
532833958
532918333
533718750
534181875
536323333
536486042
537050417
537128542
537672708
540959583
541117083
541750625
542539167
543037708
543641250
546717500
546837083
547163542
547311667
549034583
549060208
549232083
550834583
550861458
552195000
554349792
554485833
556633958
557193750
557441250
558092708
558594792
559125208
563092083
565477292
565777917
567628333
567872083
568283333
569108750
569548542
569849792
570235833
571236250
571266667
571775625
572044583
572360625
573308958
573350000
573419375
573776250
574945417
575309167
576857500
577198958
578295625
580357917
580686042
580761875
582777083
583529583
583797917
584509792
586382708
586796042
586828125
588637917
588965625
589643958
590706458
591411042
591796667
592082500
592507708
592738750
595210833
596555208
598511042
599672292
599724375
600136042
601807292
602191875
603035625
603214375
603395208
603933125
604711667
606927083
609419167
609921042
610107500
611016458
611045000
611683750
611716667
613760000
614327917
615063958
615627500
615684375
616219792
616327500
616962500
619419792
619697083
621242917
621777292
624245000
624876458
626578542
627914375
628149792
630169583
631124792
632098750
634087708
634408125
634462292
636044792
637213958
637565625
638049583
638802708
638866458
639616458
639930833
640184167
640484583
641904375
643307500
643372917
645160000
646022500
646296875
646642500
648143958
650667917
650931667
651434375
651611667
651657500
651852917
653861250
654477292
654746667
655644792
656650625
657493333
657517500
659291458
659623333
660392708
660442917
663190625
663747500
664485000
664603125
664697500
664741458
666457708
666878750
667201042
667506875
669361250
670503542
670644583
671251875
672800208
674450833
675522292
675804792
676351042
678757500
678946042
682225208
682509375
685164375
687662917
688356667
688483333
688951042
689102292
690980833
692431042
692620000
695643125
695696250
695837292
696210417
697588542
697881250
698103958
698429167
698673333
699238125
699530625
700412500
701522500
702023125
702888333
702974167
703380208
703900833
703970417
704328958
704473750
704554167
705620417
706192500
707805625
709807708
710390208
710723125
710922292
711173958
713155000
713297500
713860000
713926250
717116667
718346667
718539792
719530208
720548542
720619583
721129375
721326667
721747292
722313333
724819167
725030833
725451458
725727083
726591458
730027292
730061250
730757083
731158750
731966458
732300208
732436875
733069792
736896458
737941458
739215417
739852292
741691250
743155000
743802500
744294792
744762083
745472500
746095000
747236875
747678542
747905833
749279583
750176667
750838542
753945625
754553750
755273333
756806875
757107500
757537708
758746250
758923333
759287500
759608125
760710000
762032708
762439792
762713333
764277500
765216458
765478958
765797917
766904583
767825833
768021250
769188958
769314792
772221875
772531458
772740417
772806875
775950417
776025625
776185625
776278750
778050208
778807292
779709375
780413750
780613750
781591667
781931250
782202500
782551250
782694583
783870208
785481667
786256667
786854583
787832292
788481875
788952708
789310208
789834167
790186667
790695833
791068750
791527500
791883958
792910417
794037708
795357292
795864167
796034375
796548333
798342500
799231042
801533542
802500625
802705417
803142917
804280000
806995000
808647500
808833542
810719792
811151250
811372083
812309583
812362292
813662292
814017292
814110417
814255000
814574792
814920000
817999167
818795417
819057083
819489792
819594583
819825417
820668125
821366875
821416667
821461875
822251667
822335000
823229583
823661042
824465417
827571458
828694583
830536042
830639792
832528542
832756458
833879583
834376458
835279583
836503750
837774167
839543125
840541875
840782917
841112500
842724792
842783542
843330625
843943333
845716250
847270417
850687083
853850625
854491042
855353958
855548125
856150625
856475417
856844583
858136875
858611667
859360208
859426042
860207917
860270833
861522708
862217500
862286875
862462500
862660625
863072708
864248333
864903958
865956875
866594375
867000417
867291667
868548125
868668333
868896458
869684792
872216042
872532292
873702083
873864167
875334792
875598958
876376250
877815833
878116042
878396667
878667083
879374375
879480625
880554792
880856875
881410833
882229792
884327708
885124583
888264583
888548750
888592917
888842292
888926458
890094167
891441458
891841458
892761667
893084792
893618333
894244792
895984167
896162292
897329375
897543750
898794792
900027292
901150625
901857083
903792917
905357500
905517917
905592500
906363542
906809167
906895208
908478958
908650000
913100208
913161250
913929792
916633542
916678542
917021250
918863958
920695000
921199792
921915417
922088125
923804583
924329583
925539375
925575000
925855208
927377500
927658125
929168542
929421042
929929375
930098333
930405208
931127292
935082917
935915208
936557292
936668958
937098958
937609583
938845833
942072292
943193750
943544583
944018750
944299583
944502500
944628958
945025833
945170417
945358542
946395417
946521875
947915208
948213333
948268750
948422500
950565208
950822917
951845417
951878125
954463125
954977917
955346875
956930417
956961250
957388958
957873958
959695000
959858125
962414167
962984375
963197500
963555833
964467083
967723333
968605833
968760208
970326458
971401250
972111250
972505625
973299167
977666042
977808333
979129375
979275625
979930208
980229583
980699375
981129167
981624792
983856458
984132083
987643333
988573542
988637500
988841667
989350833
989867083
990011458
990321250
991001042
991548958
991621250
991660833
991693125
992728958
992749583
993565833
995742292
999242917
999393333
1000142917
1000721250
1001134375
1001570417
1002010625
1003973958
1005672083
1006415417
1006788958
1006807083
1006952292
1008492083
1008730000
1008812708
1009411458
1009621042
1009948125
1012010833
1012076667
1012154792
1012538958
1012568333
1012984167
1015588750
1016246667
1017368750
1017999792
1019340417
1020830833
1020959583
1021397500
1021826458
1022219583
1023021042
1023523333
1024373542
1024488125
1026190833
1026458125
1028193333
1029161250
1030172500
1030272083
1031412083
1032892500
1033108542
1033200625
1033350833
1033990833
1034247500
1034515208
1034964792
1036393542
1036469375
1037260417
1040817500
1044760625
1045547500
1049192292
1049486875
1050575000
1050925208
1051097083
1051140000
1053817708
1056636250
1056841667
1057847292
1058606042
1060224167
1061031875
1061053542
1061880417
1062577917
1063202292
1063222917
1063411042
1063620208
1065226250
1066247708
1068811667
1069113958
1069180417
1070159792
1070248542
1070360625
1071890208
1072280000
1072391250
1073899167
1075447500
1076337500
1076754792
1077249167
1077737500
1079267708
1079842708
1080141250
1080371667
1081439375
1081483333
1081569375
1081835417
1082476667
1082703125
1083289375
1084582292
1084960417
1086505208
1086829167
1088660833
1089800625
1090805625
1092321250
1092718125
1094990417
1096188542
1098033750
1098621250
1099814583
1099913542
1100907917
1101968125
1102037708
1102672917
1103985833
1104126667
1104522708
1104795208
1105513125
1105759167
1106287083
1106525833
1106702917
1107918333
1109783542
1110024375
1110656458
1112319167
1113098958
1113946667
1114033750
1114062708
1116645833
1116831875
1116908125
1117392083
1117807083
1119206250
1119282708
1119430000
1119446875
1120346250
1121453750
1121492500
1121821667
1125232500
1125985417
1127575208
1127788542
1127881042
1128506458
1129376250
1129948750
1130434167
1131624167
1134934583
1135492500
1137803750
1137906667
1138410417
1140437083
1141208958
1141716667
1143761667
1144958125
1146680208
1147889167
1148294583
1148515625
1148633750
1149087708
1149726042
1149776667
1150825208
1150963958
1151396250
1152676667
1153878333
1155301458
1155332500
1156067083
1156157917
1157140208
1159528958
1159943125
1160764375
1162046667
1163111042
1165812500
1166836875
1167290208
1168690833
1171678125
1172796042
1173236042
1175566458
1175658750
1176875000
1177426667
1177887708
1178643750
1179250000
1181605833
1182121667
1183318125
1183394375
1186623333
1186868542
1187277708
1188824792
1190389583
1190441667
1190741250
1191164583
1191668958
1192785208
1193531875
1194202083
1194512500
1195489375
1195942708
1196408125
1196785000
1197079583
1197176875
1198240833
1198730625
1202779375
1203437083
1204700208
1206689375
1207492292
1209448333
1209765417
1209787292
1210633958
1211726250
1212221042
1212741667
1213301042
1215335417
1215857292
1216526458
1216916042
1218353542
1220227708
1221523333
1222211667
1223054375
1225296042
1225359792
1225494792
1226722500
1228084792
1231250208
1231417083
1231917917
1232034583
1232603750
1233477500
1233792917
1234643958
1236157708
1237441667
1237551875
1240150625
1241875417
1242211458
1243058750
1243310625
1243372708
1246154375
1247012083
1247141042
1247842292
1248943958
1250190208
1256210208
1256294167
1256315208
1257398542
1257652292
1258872292
1260195208
1261817708
1262532500
1263708125
1264218333
1264972708
1265302500
1265357083
1266682708
1268012083
1268143125
1268586875
1270138750
1272413958
1273396250
1274125417
1274263125
1274348125
1276592083
1277683125
1278494375
1279973333
1282115625
1283135417
1284115833
1284165625
1284440208
1287129167
1288654375
1288712917
1289231667
1289380833
1289941667
1290075208
1290141250
1290526458
1291152708
1291891250
1292283542
1292303958
1292450625
1292606667
1292743958
1295371042
1297115000
1297818958
1298455208
1299032708
1300285833
1300339583
1300781875
1300911250
1301217083
1303745208
1304764375
1311617708
1314300208
1314623750
1314669792
1315332500
1315374792
1315740417
1317098750
1317732708
1318159792
1319177083
1320932917
1321021667
1321336667
1321684167
1322515417
1323118542
1327171458
1327525417
1328764792
1329693125
1331729792
1332677708
1332926042
1333431458
1333566250
1333659792
1333876042
1334418750
1337455208
1337535417
1337573750
1337761667
1337879792
1338697708
1339151250
1339560000
1339975833
1340515625
1341216667
1341349583
1341625833
1343095417
1343282292
1343314375
1343652500
1344792500
1345648125
1345803542
1346183125
1347481250
1347702292
1350498125
1351444375
1351833750
1352813542
1353170208
1354818750
1355585417
1356312708
1357479583
1357992500
1358926875
1360099583
1361030417
1361582083
1362226042
1362928958
1363809583
1364745417
1366108333
1367761250
1367970625
1369480208
1370575417
1371774375
1372054792
1372501875
1372852500
1372949792
1373711458
1374528125
1374551458
1374579583
1374607917
1374773958
1374925000
1375875208
1375923750
1376694375
1376833333
1378084792
1378194583
1378341667
1379316875
1379388125
1380535208
1380642500
1381135833
1381701458
1383111875
1383259792
1383657292
1385192292
1385875833
1386477083
1386819167
1387487292
1388071667
1388492083
1389228333
1389247292
1390283750
1390642917
1390685417
1390951042
1391496458
1391694167
1392581458
1393316458
1393828750
1394087292
1395817500
1396075208
1396666250
1398706042
1399440000
1401133542
1402852917
1402912500
1403409167
1404101250
1405823333
1405874792
1407514583
1407921250
1408554375
1408898542
1410067083
1410248958
1410425833
1411077917
1411955833
1413372500
1414445000
1414561667
1415566667
1416039792
1416516458
1416589792
1416928958
1420055208
1420645000
1421271667
1423344792
1426076667
1426814583
1426939792
1427692500
1428310208
1428567917
1428672500
1428911875
1429165000
1429393125
1429426875
1431710417
1432089375
1434236667
1434657708
1435255208
1435997708
1436867917
1437695833
1438351250
1440478542
1440862917
1441755625
1443846667
1444042500
1445175000
1445865833
1446200208
1446423750
1446571458
1447517292
1448126042
1448415625
1448705625
1451088542
1451703333
1452174792
1453523958
1455081042
1455676875
1459095625
1461050000
1462189583
1462349583
1462371042
1462509583
1463714375
1465047708
1465244792
1465428958
1466968958
1468961042
1469013542
1470780625
1472458750
1473336667
1475798750
1476073333
1476156042
1477929375
1478831042
1479204583
1479224583
1479434583
1479947917
1480108333
1481130833
1483842917
1483972500
1485141250
1485213333
1485959792
1486601042
1486895417
1487710833
1488028542
1489066667
1489671667
1489984583
1490491458
1492880625
1493678542
1493815625
1493913958
1494784792
1495436042
1495971458
1496230417
1496939375
1496967917
1497058958
1499806875
1501381875
1501979792
1502239167
1503589167
1503867292
1504257917
1506386042
1506756042
1506929375
1507141667
1507518333
1509137500
1509986042
1511516042
1513331042
1513397500
1513429167
1514240625
1516298542
1517357083
1517377708
1518447292
1519447292
1520033333
1520475833
1521185625
1522258958
1522951875
1523735208
1524258750
1525257500
1529678125
1530833958
1531119375
1531628333
1532030833
1532942500
1534140625
1534695208
1534771042
1535042083
1537626667
1537828542
1539454375
1540140000
1540792917
1541130833
1542007083
1542857500
1543421875
1544717083
1544796667
1546761667
1547040000
1547789583
1547935000
1549603750
1549626250
1550111250
1551286250
1552124792
1552595833
1552714583
1553060625
1553375000
1553784583
1556102083
1557570000
1557982917
1558335417
1558358958
1559768750
1559800625
1559900208
1561213542
1562636250
1563395000
1566157292
1566177292
1567513958
1567892917
1568002708
1569876042
1570294167
1570764583
1570787917
1571337917
1572456042
1573214583
1573428542
1574651042
1575558333
1576108542
1578540208
1578760417
1579514792
1579851458
1581195417
1581330208
1584142500
1584378958
1584585000
1586452917
1588635417
1588842708
1589038750
1589433333
1591327500
1591349167
1593032500
1593631458
1594635417
1595136667
1595521250
1595549792
1596084583
1596526875
1597191667
1597393750
1598363958
1598586667
1601563958
1601729375
1602304792
1603040000
1603605208
1607414792
1609063542
1609263333
1609730833
1611798125
1611963958
1613250833
1613784583
1614153333
1614830833
1615282083
1615805833
1615857292
1616227292
1616680833
1617181667
1618498542
1619608333
1623686667
1623990833
1624580625
1624603125
1625645833
1626651667
1627566250
1628611875
1628895417
1632956250
1635490833
1635644792
1636576042
